gammaxc-c1c2e.-5%	-53.75916999992114	0	0	0	0	0.7116184050978326	0.7137237309053648	0	0	0	0.00048328753188734124	0.0004228143830665175	0.0013475041287577864	-0.0037946779134305757	0.	0.
gammaxc-c1c2e.-4%	-86.42696999982036	0	0	0	0	0.7121931437549092	0.7137484505665609	0	0	0	0.0004680255381092987	0.0004339066857931398	0.0013475041287577864	-0.002793852070296045	0.	0.
gammaxc-c1c2e.-3%	-113.21199999997589	0	0	0	0	0.7127682152995458	0.7137669113292162	0	0	0	0.00045776862595163216	0.00044199640403828823	0.0013475041287580088	-0.0017929902186072121	0.	0.
gammaxc-c1c2e.-2%	-132.65467999985958	0	0	0	0	0.7133441984662044	0.7137860230477128	0	0	0	0.0004525152223792659	0.0004470834236848752	0.0013475041287577864	-0.0007921043762398206	0.	0.
gammaxc-c1c2e.-1%	-144.87969999981942	0	0	0	0	0.7139191445359092	0.7138059732114109	0	0	0	0.00045226707042505675	0.00044916852217306846	0.0013475041287577864	0.00020879335154767552	0.	0.
gammaxc-c1c2e.0%	-145.24007999989408	0	0	0	0	0.714494986642066	0.7138202446764205	0	0	0	0.00045702250569502114	0.00044825000811088856	0.0013475041287577864	0.0012096909473305129	0.	0.
gammaxc-c1c2e.1%	-140.26330999990932	0	0	0	0	0.7150648148362547	0.713840910128959	0	0	0	0.0004667831807231494	0.00044432960177571886	0.0013475041287577864	0.0022105764825428123	0.	0.
gammaxc-c1c2e.2%	-128.70735999990757	0	0	0	0	0.7156400025128987	0.7138561367730429	0	0	0	0.00048154818106683377	0.0004374065544817127	0.0013475041287577864	0.0032114378515551083	0.	0.
gammaxc-c1c2e.3%	-109.52235999980076	0	0	0	0	0.7162108439024899	0.7138788694970956	0	0	0	0.0005013165501319293	0.0004274810060111325	0.0013475041287577864	0.004212263211711129	0.	0.
gammaxc-c1c2e.4%	-82.14664000001903	0	0	0	0	0.7167812436403307	0.7138903105172847	0	0	0	0.0005260898026912832	0.00041455315178687865	0.0013475041287577864	0.005213040371848182	0.	0.
gammaxc-c1c2e.5%	-52.243509999925664	0	0	0	0	0.7173524942745919	0.7139144677718148	0	0	0	0.0005558668909549675	0.00039862239445517155	0.0013475041287577864	0.006213757393478707	0.	0.
