Q1122-pe.-5%	55.667960000164385	0	0	0	0	0	0	0	0	-0.9015520479373179	-0.0044401278390299205	-0.004458839406850873	0.0007150092401912938	-0.0017580610049956274	0.	0.
Q1122-pe.-4%	-13.720400000011068	0	0	0	0	0	0	0	0	-0.9015529982729223	-0.0034435266754917937	-0.0034622762948684433	0.0007150092401912938	-0.0017615965715348358	0.	0.
Q1122-pe.-3%	-73.44532000001891	0	0	0	0	0	0	0	0	-0.9015520479373179	-0.0024459252433289896	-0.0024647121150248516	0.0007150092401912938	-0.0017651356896223511	0.	0.
Q1122-pe.-2%	-122.72959999995692	0	0	0	0	0	0	0	0	-0.9015520479373179	-0.0014473218676160431	-0.0014661468673199869	0.0007150092401912938	-0.0017686783592581734	0.	0.
Q1122-pe.-1%	-158.56526999982634	0	0	0	0	0	0	0	0	-0.9015529982729223	-0.0004477182249594485	-0.00046658055175429245	0.0007150092401912938	-0.0017722245804423025	0.	0.
Q1122-pe.0%	-182.45220999983758	0	0	0	0	0	0	0	0	-0.9015520479373179	0.0005528873629283191	0.0005339868316725642	0.0007150092401912937	-0.0017757743531747383	0.	0.
Q1122-pe.1%	-192.79493999988517	0	0	0	0	0	0	0	0	-0.9015520479373179	0.0015544932160788149	0.0015355552829603612	0.0007150092401912937	-0.0017793276774554809	0.	0.
Q1122-pe.2%	-191.7890400000033	0	0	0	0	0	0	0	0	-0.9015529982729222	0.00255710101614107	0.002538124802109432	0.0007150092401912937	-0.0017828845532845304	0.	0.
Q1122-pe.3%	-180.85089999999582	0	0	0	0	0	0	0	0	-0.9015511240514459	0.0035607090797856893	0.0035416953891193315	0.0007150092401912937	-0.001786444980661887	0.	0.
Q1122-pe.4%	-160.37972999993144	0	0	0	0	0	0	0	0	-0.9015511240514459	0.004565319092033273	0.0045462678877399056	0.0007150092401912937	-0.001790008962580971	0.	0.
Q1122-pe.5%	-128.47993999980645	0	0	0	0	0	0	0	0	-0.9015520743880242	0.005570930210777583	0.0055518406113125186	0.0007150092401912937	-0.0017935764930579233	0.	0.
