c1c2-p3.-5%	-109.84861999986606	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	-0.02827531411707889	0.	0.	0.	0.	0.	0.
c1c2-p3.-4%	-110.83245999998326	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	-0.022658341476367166	0.	0.	0.	0.	0.	0.
c1c2-p3.-3%	-111.59466999993128	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	-0.016958036533905124	0.	0.	0.	0.	0.	0.
c1c2-p3.-2%	-112.14634999987538	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	-0.011293532741626833	0.	0.	0.	0.	0.	0.
c1c2-p3.-1%	-112.487339999916	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	-0.005664735501886359	0.	0.	0.	0.	0.	0.
c1c2-p3.0%	-112.61362999994162	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	0	0.	0.	0.	0.	0.	0.
c1c2-p3.1%	-112.51709999987725	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	0.0056647355018867	0.	0.	0.	0.	0.	0.
c1c2-p3.2%	-112.20448999984	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	0.011293532741624632	0.	0.	0.	0.	0.	0.
c1c2-p3.3%	-111.67462999992495	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	0.0169580365339043	0.	0.	0.	0.	0.	0.
c1c2-p3.4%	-110.92311999982485	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	0.02265834147636439	0.	0.	0.	0.	0.	0.
c1c2-p3.5%	-109.96225999997478	0	0	0	0	0.6990504607217176	0.6990504607217176	0	0	0.028275314117076455	0.	0.	0.	0.	0.	0.
p3-c1c2.-5%	-149.0349599998808	0	0	0	0	0.012319927345213118	-0.012319927345213118	0	0	-0.8891520542944266	0.	0.	0.	0.	0.	0.
p3-c1c2.-4%	-150.16164999997272	0	0	0	0	0.009860518689128725	-0.009860518689128725	0	0	-0.8891524821572648	0.	0.	0.	0.	0.	0.
p3-c1c2.-3%	-151.0389000000032	0	0	0	0	0.007372384882326839	-0.007372384882326839	0	0	-0.8891520542944266	0.	0.	0.	0.	0.	0.
p3-c1c2.-2%	-151.66550999992978	0	0	0	0	0.004973752183830944	-0.004973752183830944	0	0	-0.8891520542944266	0.	0.	0.	0.	0.	0.
p3-c1c2.-1%	-152.03909000001659	0	0	0	0	0.0024868618428856956	-0.0024868618428856956	0	0	-0.8891520542944267	0.	0.	0.	0.	0.	0.
p3-c1c2.0%	-152.1656099998836	0	0	0	0	0	0	0	0	-0.8891520542944265	0.	0.	0.	0.	0.	0.
p3-c1c2.1%	-152.05131999982768	0	0	0	0	0.0024868618428860153	0.002486861842886015	0	0	-0.8891520542944267	0.	0.	0.	0.	0.	0.
p3-c1c2.2%	-151.69954999987567	0	0	0	0	0.004969903467657455	0.004969903467657455	0	0	-0.8891524963449636	0.	0.	0.	0.	0.	0.
p3-c1c2.3%	-151.11722999995436	0	0	0	0	0.007372384882326479	0.007372384882326479	0	0	-0.8891520542944266	0.	0.	0.	0.	0.	0.
p3-c1c2.4%	-150.29957999990984	0	0	0	0	0.009860518689128416	0.009860518689128416	0	0	-0.889152482157265	0.	0.	0.	0.	0.	0.
p3-c1c2.5%	-149.25259999995433	0	0	0	0	0.012319927345213347	0.012319927345213349	0	0	-0.8891520542944267	0.	0.	0.	0.	0.	0.
